Address	R/W	Value	Soft	Hard	Hit	Evicted Page#	Dirty Evicted Page
02FA	1	185	1	0	0	-1	-1
4B41	0	252	1	0	0	-1	-1
B01C	0	217	0	1	0	7	0
7B56	0	49	1	0	0	-1	-1
E967	0	196	0	1	0	8	0
0AE1	0	210	0	1	0	8	0
4624	0	228	0	1	0	9	0
A613	0	171	0	1	0	10	0
133A	1	93	0	1	0	11	1
0820	0	93	0	1	0	12	0
DEDF	1	111	0	1	0	12	1
4D5C	0	19	0	1	0	13	0
4189	0	59	1	0	0	-1	-1
8CB1	0	150	1	0	0	-1	-1
9C61	1	238	0	1	0	14	1
644B	0	207	1	0	0	-1	-1
701D	0	40	1	0	0	-1	-1
F430	0	200	0	1	0	14	0
C6D5	1	74	0	1	0	15	1
E76D	0	246	1	0	0	-1	-1
43E6	0	126	0	1	0	15	0
008F	0	92	0	1	0	0	0
D6BA	0	244	0	1	0	1	0
9BA0	1	32	0	1	0	2	1
126C	0	247	1	0	0	-1	-1
9F77	0	163	0	1	0	2	0
EE7C	1	15	1	0	0	-1	-1
E0F0	0	153	1	0	0	-1	-1
7ACC	0	7	0	1	0	3	0
CAFC	1	23	1	0	0	-1	-1
1F7D	1	212	0	1	0	3	1
1B4D	0	134	0	1	0	4	0
6D3C	0	205	1	0	0	-1	-1
8FA1	0	112	0	1	0	5	0
EBD9	0	36	1	0	0	-1	-1
3EAB	0	199	0	1	0	5	0
0555	0	134	1	0	0	-1	-1
DF94	0	43	1	0	0	-1	-1
A59F	0	141	0	1	0	6	0
F03F	0	112	0	1	0	7	0
87A6	0	168	0	1	0	7	0
5EAB	0	121	0	1	0	8	0
F781	1	223	0	1	0	9	1
0E91	0	18	0	1	0	10	0
20B0	0	108	0	1	0	11	0
9C49	0	207	1	0	0	-1	-1
AA42	0	157	1	0	0	-1	-1
7889	0	134	0	1	0	11	0
4093	1	99	0	1	0	12	1
192B	0	160	1	0	0	-1	-1
E844	0	132	0	1	0	12	0
6273	0	81	0	1	0	13	0
43FF	1	46	1	0	0	-1	-1
1992	1	2	0	0	1	-1	-1
F2B3	0	63	0	1	0	14	0
F22E	0	82	0	0	1	-1	-1
01AF	0	15	1	0	0	-1	-1
3679	1	81	1	0	0	-1	-1
EE1A	0	59	1	0	0	-1	-1
6D5E	0	59	1	0	0	-1	-1
115B	0	29	0	1	0	14	0
3775	0	171	0	1	0	15	0
F16E	1	97	0	1	0	0	1
3DD5	0	41	0	1	0	1	0
FEB3	0	124	0	1	0	2	0
3495	0	217	1	0	0	-1	-1
BAC1	0	99	0	1	0	2	0
B87F	1	162	1	0	0	-1	-1
F547	0	129	0	1	0	3	0
31BF	1	71	1	0	0	-1	-1
D067	0	227	0	1	0	3	0
D730	0	80	1	0	0	-1	-1
9355	0	182	1	0	0	-1	-1
DBE1	0	247	1	0	0	-1	-1
E7D7	0	192	1	0	0	-1	-1
95DE	0	209	0	1	0	3	0
11BD	0	231	1	0	0	-1	-1
9883	0	160	0	1	0	4	0
5C79	0	215	1	0	0	-1	-1
D41E	0	145	0	1	0	5	0
85B1	0	231	1	0	0	-1	-1
14A5	0	70	1	0	0	-1	-1
C5F0	0	58	1	0	0	-1	-1
20C4	0	18	1	0	0	-1	-1
129C	0	141	1	0	0	-1	-1
A77E	0	216	0	1	0	5	0
884C	0	16	0	1	0	6	0
C25A	0	236	1	0	0	-1	-1
2EEF	0	213	0	1	0	7	0
CE93	1	249	0	1	0	8	1
F1BC	0	65	1	0	0	-1	-1
6F4A	1	3	0	1	0	8	1
B442	0	227	1	0	0	-1	-1
62AC	0	227	1	0	0	-1	-1
AA90	0	79	1	0	0	-1	-1
C3CF	0	211	0	1	0	8	0
3627	0	20	1	0	0	-1	-1
B39E	1	119	1	0	0	-1	-1
A613	0	57	1	0	0	-1	-1
1181	0	166	1	0	0	-1	-1
06A5	0	32	1	0	0	-1	-1
6266	0	44	0	0	1	-1	-1
CB36	0	41	0	1	0	8	0
B003	0	62	1	0	0	-1	-1
3443	1	95	1	0	0	-1	-1
AEB1	0	115	1	0	0	-1	-1
D141	0	76	1	0	0	-1	-1
53E8	0	23	1	0	0	-1	-1
EB52	1	67	1	0	0	-1	-1
8088	0	46	0	1	0	8	0
B014	0	130	0	0	1	-1	-1
D02B	0	214	1	0	0	-1	-1
005E	0	225	1	0	0	-1	-1
5CC0	1	134	1	0	0	-1	-1
E6CF	0	87	0	1	0	8	0
B324	1	213	1	0	0	-1	-1
047F	1	9	1	0	0	-1	-1
5752	0	26	1	0	0	-1	-1
B7DF	0	68	1	0	0	-1	-1
C27F	0	-3406727	1	0	0	-1	-1
B0A5	0	197	1	0	0	-1	-1
C2DF	0	68	0	0	1	-1	-1
57A2	0	53	0	0	1	-1	-1
9968	0	169	1	0	0	-1	-1
C028	0	129	0	1	0	8	0
3A3C	0	196	0	1	0	8	0
3DE0	0	184	1	0	0	-1	-1
2124	0	91	0	1	0	9	0
5DD0	0	190	0	1	0	10	0
8B0D	0	165	0	1	0	11	0
CEEC	0	156	1	0	0	-1	-1
27C5	0	246	1	0	0	-1	-1
4E6B	0	173	0	1	0	11	0
07F4	1	65	0	1	0	12	1
FF6C	1	225	0	1	0	13	1
6695	0	80	0	1	0	13	0
36AF	0	29	1	0	0	-1	-1
4CF3	1	255	1	0	0	-1	-1
F842	0	62	1	0	0	-1	-1
BE9A	1	97	1	0	0	-1	-1
1FC3	0	54	1	0	0	-1	-1
07C3	1	54	0	0	1	-1	-1
833F	0	140	0	1	0	13	0
3577	0	95	0	1	0	14	0
D9B2	0	32	1	0	0	-1	-1
6DF5	0	233	1	0	0	-1	-1
53D5	1	53	1	0	0	-1	-1
A3E5	0	6	0	1	0	14	0
F0EB	0	256	1	0	0	-1	-1
CA1D	0	25	1	0	0	-1	-1
00F9	0	15	1	0	0	-1	-1
CFDE	0	107	1	0	0	-1	-1
40DE	0	107	1	0	0	-1	-1
5576	0	121	1	0	0	-1	-1
5B84	0	86	0	1	0	14	0
893E	0	98	0	1	0	14	0
6386	0	71	0	1	0	15	0
ABDC	0	249	0	1	0	0	0
996F	0	34	1	0	0	-1	-1
B983	0	198	0	1	0	1	0
520C	0	83	0	1	0	1	0
21B7	0	216	1	0	0	-1	-1
5B67	0	178	0	0	1	-1	-1
09E9	0	12	0	1	0	2	0
CD5C	0	93	1	0	0	-1	-1
E911	1	4	1	0	0	-1	-1
A843	0	173	1	0	0	-1	-1
D6CE	0	8	1	0	0	-1	-1
6A38	0	10	0	1	0	2	0
E8A3	0	106	1	0	0	-1	-1
D374	0	239	1	0	0	-1	-1
68B8	0	24	0	1	0	2	0
E3C8	0	130	0	1	0	3	0
2F38	0	232	0	1	0	4	0
D8DD	0	28	0	1	0	5	0
D97E	0	223	1	0	0	-1	-1
1191	0	186	1	0	0	-1	-1
18AF	1	200	1	0	0	-1	-1
C89C	0	3	0	1	0	5	0
9726	1	208	0	1	0	6	1
FE9B	0	100	1	0	0	-1	-1
F92E	0	192	1	0	0	-1	-1
E59E	0	152	1	0	0	-1	-1
6766	1	4	0	1	0	6	1
F92D	0	196	0	0	1	-1	-1
DAC5	0	21	1	0	0	-1	-1
BA94	0	73	1	0	0	-1	-1
C416	0	230	0	1	0	6	0
9E7C	0	103	0	1	0	7	0
DA79	0	188	0	0	1	-1	-1
80BC	0	162	1	0	0	-1	-1
0B8D	0	69	0	1	0	7	0
91B5	0	248	0	1	0	8	0
3DFB	0	166	1	0	0	-1	-1
57CF	0	16	1	0	0	-1	-1
01DE	0	178	1	0	0	-1	-1
C89A	0	145	1	0	0	-1	-1
8CED	0	181	1	0	0	-1	-1
9EF8	1	231	1	0	0	-1	-1
6153	0	120	0	1	0	8	0
CD84	1	136	1	0	0	-1	-1
F0A3	1	31	1	0	0	-1	-1
448D	0	109	0	1	0	8	0
4916	0	20	1	0	0	-1	-1
CA5A	1	143	1	0	0	-1	-1
8B00	0	203	1	0	0	-1	-1
855F	1	163	1	0	0	-1	-1
B380	0	115	1	0	0	-1	-1
7DF4	1	142	1	0	0	-1	-1
DD74	0	11	0	1	0	8	0
CFC3	0	49	1	0	0	-1	-1
332E	1	172	0	1	0	8	1
7DCA	0	250	0	0	1	-1	-1
9395	0	6	1	0	0	-1	-1
2FA1	0	224	1	0	0	-1	-1
0B03	1	189	1	0	0	-1	-1
F052	0	243	1	0	0	-1	-1
B998	1	27	1	0	0	-1	-1
FDE0	0	196	0	1	0	8	0
B6F2	0	64	0	1	0	9	0
0DCB	0	82	0	1	0	9	0
2008	1	169	1	0	0	-1	-1
6F0A	0	235	1	0	0	-1	-1
40A7	0	13	1	0	0	-1	-1
BB40	0	94	1	0	0	-1	-1
D92A	1	85	1	0	0	-1	-1
96FB	0	27	0	1	0	9	0
D40E	0	91	1	0	0	-1	-1
2CCD	0	162	0	1	0	10	0
338E	0	200	1	0	0	-1	-1
2E10	0	247	1	0	0	-1	-1
6209	1	90	1	0	0	-1	-1
FD19	0	50	1	0	0	-1	-1
457B	0	208	0	1	0	10	0
6ABF	0	120	1	0	0	-1	-1
119F	0	34	1	0	0	-1	-1
5B9D	0	43	1	0	0	-1	-1
D279	0	227	1	0	0	-1	-1
79EA	0	127	0	1	0	10	0
DB2B	0	204	1	0	0	-1	-1
6BBB	0	82	0	1	0	10	0
FCEB	1	53	0	1	0	11	1
91C9	0	245	1	0	0	-1	-1
8399	0	175	1	0	0	-1	-1
37FA	1	178	1	0	0	-1	-1
AAF3	0	162	1	0	0	-1	-1
B8E8	0	204	1	0	0	-1	-1
C66E	0	54	1	0	0	-1	-1
3031	0	105	0	1	0	11	0
E33A	1	142	1	0	0	-1	-1
CDB5	1	140	1	0	0	-1	-1
B713	1	53	1	0	0	-1	-1
3633	0	226	1	0	0	-1	-1
EC23	1	140	0	1	0	11	1
2A45	0	186	0	1	0	12	0
2CF7	0	88	1	0	0	-1	-1
D5E0	0	152	0	1	0	12	0
62E6	0	93	1	0	0	-1	-1
4FA1	1	116	1	0	0	-1	-1
A8CE	0	163	1	0	0	-1	-1
E758	0	102	1	0	0	-1	-1
CA78	0	206	1	0	0	-1	-1
7312	0	254	1	0	0	-1	-1
02DD	0	252	1	0	0	-1	-1
1C52	0	201	0	1	0	12	0
5279	0	38	1	0	0	-1	-1
1541	0	182	0	1	0	12	0
56FD	0	58	1	0	0	-1	-1
B45D	1	208	1	0	0	-1	-1
E518	0	81	1	0	0	-1	-1
5B6C	0	227	1	0	0	-1	-1
50F2	0	237	0	1	0	12	0
78E2	0	89	1	0	0	-1	-1
1989	0	201	1	0	0	-1	-1
4414	1	137	1	0	0	-1	-1
3AB4	0	117	1	0	0	-1	-1
814D	0	134	1	0	0	-1	-1
196F	0	0	0	0	1	-1	-1
011D	0	88	1	0	0	-1	-1
2FFC	0	36	1	0	0	-1	-1
A579	0	20	1	0	0	-1	-1
FC4C	1	53	1	0	0	-1	-1
013E	0	16	0	0	1	-1	-1
ECAE	0	45	1	0	0	-1	-1
DD4E	0	137	1	0	0	-1	-1
F711	0	252	1	0	0	-1	-1
7780	0	85	0	1	0	12	0
D2F3	0	186	1	0	0	-1	-1
60B8	0	255	1	0	0	-1	-1
54E7	0	103	1	0	0	-1	-1
6860	0	115	1	0	0	-1	-1
6AEF	1	18	1	0	0	-1	-1
97C5	0	113	1	0	0	-1	-1
A406	0	1	1	0	0	-1	-1
0AD3	0	76	1	0	0	-1	-1
DF37	1	102	1	0	0	-1	-1
8D0D	1	4	1	0	0	-1	-1
8D26	0	154	0	0	1	-1	-1
DB57	0	60	1	0	0	-1	-1
08A8	0	195	1	0	0	-1	-1
4D60	0	115	1	0	0	-1	-1
0E63	0	213	1	0	0	-1	-1
FF6D	0	255	1	0	0	-1	-1
4B80	0	85	1	0	0	-1	-1
AC22	0	77	1	0	0	-1	-1
0835	0	126	0	0	1	-1	-1
1B2D	0	117	1	0	0	-1	-1
4FAD	0	196	1	0	0	-1	-1
BD12	0	106	0	1	0	12	0
45E5	0	173	1	0	0	-1	-1
0C01	0	146	0	1	0	12	0
8DF6	0	18	1	0	0	-1	-1
8E76	0	252	0	1	0	13	0
C117	0	23	0	1	0	14	0
EBE4	0	194	1	0	0	-1	-1
CE62	0	6	1	0	0	-1	-1
4B07	0	246	1	0	0	-1	-1
E44A	0	172	1	0	0	-1	-1
2B92	0	49	1	0	0	-1	-1
607C	0	6	1	0	0	-1	-1
2178	1	47	1	0	0	-1	-1
8398	0	156	1	0	0	-1	-1
9CE1	0	57	1	0	0	-1	-1
659B	0	50	0	1	0	14	0
D0AD	0	163	1	0	0	-1	-1
F5FC	0	1	1	0	0	-1	-1
6D15	0	29	1	0	0	-1	-1
18D6	0	20	1	0	0	-1	-1
07DB	0	125	1	0	0	-1	-1
E418	0	10	1	0	0	-1	-1
0FA5	0	112	0	1	0	14	0
26FD	1	141	1	0	0	-1	-1
0A2A	0	251	1	0	0	-1	-1
006B	0	82	1	0	0	-1	-1
C8E4	1	35	1	0	0	-1	-1
2EA4	0	197	1	0	0	-1	-1
0B8F	0	40	1	0	0	-1	-1
DD47	0	7	1	0	0	-1	-1
B14D	0	177	0	1	0	14	0
8FC8	0	155	1	0	0	-1	-1
D85D	1	162	1	0	0	-1	-1
F561	1	83	1	0	0	-1	-1
EC0B	0	203	1	0	0	-1	-1
E630	0	199	1	0	0	-1	-1
4A7D	0	75	1	0	0	-1	-1
89C2	0	81	1	0	0	-1	-1
2D96	0	242	0	1	0	14	0
EF5F	1	166	0	1	0	15	1
3D7E	0	91	1	0	0	-1	-1
8A24	0	191	0	1	0	0	0
D971	1	134	1	0	0	-1	-1
8A60	0	187	0	0	1	-1	-1
92A3	0	219	1	0	0	-1	-1
4A7A	1	6	0	0	1	-1	-1
E7C1	0	144	1	0	0	-1	-1
19E9	0	196	1	0	0	-1	-1
A7E3	0	96	1	0	0	-1	-1
95AC	0	55	1	0	0	-1	-1
E68C	0	248	1	0	0	-1	-1
2835	0	174	0	1	0	0	0
D146	0	211	1	0	0	-1	-1
A9AE	0	45	0	1	0	0	0
7AFD	0	128	1	0	0	-1	-1
90DA	1	72	0	1	0	1	1
AC05	0	92	1	0	0	-1	-1
