Address	R/W	Value	Soft	Hard	Hit	Evicted Page#	Dirty Evicted Page
DDC5	0	243	0	1	0	2	0
15C1	0	256	1	0	0	-1	-1
9C8C	0	107	0	1	0	2	0
BF3B	0	38	0	1	0	3	0
AA58	1	215	0	1	0	4	1
CDE0	0	157	0	1	0	5	0
5A8C	0	210	1	0	0	-1	-1
85E7	0	132	1	0	0	-1	-1
70AE	1	13	0	1	0	5	1
6530	0	99	0	1	0	6	0
14C7	0	14	1	0	0	-1	-1
AE00	0	140	1	0	0	-1	-1
1D73	1	140	1	0	0	-1	-1
3991	0	158	0	1	0	6	0
AAA4	1	200	1	0	0	-1	-1
9ACE	0	150	0	1	0	7	0
CAA3	0	146	0	1	0	7	0
D3C7	0	147	0	1	0	8	0
2AA0	0	69	0	1	0	9	0
E3FA	0	109	0	1	0	10	0
4C12	0	204	1	0	0	-1	-1
0D41	0	30	0	1	0	10	0
E363	0	55	0	0	1	-1	-1
A2CD	0	43	1	0	0	-1	-1
224E	0	141	0	1	0	11	0
81A8	0	55	0	1	0	12	0
C576	1	126	0	1	0	12	1
C95F	1	42	1	0	0	-1	-1
03E2	0	100	0	1	0	13	0
6FEA	0	48	0	1	0	14	0
5B37	1	56	0	1	0	15	1
49B2	0	71	1	0	0	-1	-1
3FE7	0	217	0	1	0	15	0
DEDE	0	98	1	0	0	-1	-1
CDF6	0	5	1	0	0	-1	-1
E0E4	0	125	1	0	0	-1	-1
FFB5	0	57	1	0	0	-1	-1
1DB8	0	247	1	0	0	-1	-1
4256	1	193	0	1	0	15	1
33CF	0	5	1	0	0	-1	-1
73C3	0	81	0	1	0	0	0
4107	0	224	0	1	0	0	0
D4D0	1	253	0	1	0	1	1
DF2F	0	191	0	1	0	2	0
AB82	1	54	0	1	0	3	1
E462	0	190	0	1	0	4	0
2CF1	0	23	1	0	0	-1	-1
A9CD	0	156	1	0	0	-1	-1
4828	0	125	1	0	0	-1	-1
C862	0	47	0	1	0	4	0
0ED5	0	177	0	1	0	5	0
49C4	0	183	1	0	0	-1	-1
9266	1	136	0	1	0	5	1
E6FA	0	240	1	0	0	-1	-1
71D1	0	188	1	0	0	-1	-1
376A	0	192	1	0	0	-1	-1
7424	1	73	1	0	0	-1	-1
6B8E	1	197	1	0	0	-1	-1
116B	0	127	0	1	0	5	0
31CA	0	43	0	1	0	6	0
D529	0	14	0	1	0	7	0
A735	0	82	0	1	0	7	0
370A	0	216	0	0	1	-1	-1
E4C8	0	109	1	0	0	-1	-1
354A	0	84	0	1	0	8	0
3CF5	1	88	0	1	0	9	1
E0F7	0	79	1	0	0	-1	-1
517A	0	194	0	1	0	9	0
BFC1	0	151	1	0	0	-1	-1
8E55	0	81	0	1	0	10	0
D542	0	164	1	0	0	-1	-1
AF7B	0	155	0	1	0	10	0
332D	0	169	1	0	0	-1	-1
4CA3	1	80	1	0	0	-1	-1
E6F7	0	42	1	0	0	-1	-1
167A	0	122	0	1	0	11	0
D769	0	185	1	0	0	-1	-1
92C3	0	193	1	0	0	-1	-1
4063	0	135	1	0	0	-1	-1
528A	0	221	1	0	0	-1	-1
447C	0	25	0	1	0	11	0
9A1E	0	169	1	0	0	-1	-1
3B34	0	192	1	0	0	-1	-1
4C64	0	206	1	0	0	-1	-1
F049	0	140	1	0	0	-1	-1
CA5C	0	91	1	0	0	-1	-1
0309	1	3	1	0	0	-1	-1
254C	0	203	0	1	0	11	0
B2CF	0	227	1	0	0	-1	-1
35C9	0	139	1	0	0	-1	-1
3CE9	1	239	1	0	0	-1	-1
42D4	0	44	1	0	0	-1	-1
EC50	0	201	1	0	0	-1	-1
9B4D	0	18	0	1	0	11	0
AE07	0	31	1	0	0	-1	-1
EA7E	1	76	0	1	0	12	1
5EC1	0	164	1	0	0	-1	-1
5A78	0	79	1	0	0	-1	-1
06F5	0	122	1	0	0	-1	-1
3F01	0	19	1	0	0	-1	-1
46E5	1	35	0	1	0	12	1
A874	0	102	1	0	0	-1	-1
3996	0	128	1	0	0	-1	-1
0BFC	0	5	0	1	0	12	0
F910	0	140	0	1	0	13	0
D6C0	0	78	1	0	0	-1	-1
FB6F	0	248	1	0	0	-1	-1
2952	0	217	1	0	0	-1	-1
1D31	0	246	1	0	0	-1	-1
84C6	0	93	0	1	0	13	0
C8DF	0	28	1	0	0	-1	-1
5CBD	0	176	1	0	0	-1	-1
6B5A	0	195	1	0	0	-1	-1
8FDA	1	184	1	0	0	-1	-1
7EEA	1	175	0	1	0	13	1
6561	0	217	1	0	0	-1	-1
4159	0	159	1	0	0	-1	-1
78CE	0	33	0	1	0	13	0
9976	0	161	0	1	0	14	0
7FEB	1	0	0	1	0	15	1
0C63	0	100	0	1	0	0	0
44AF	0	157	1	0	0	-1	-1
BA8A	0	75	1	0	0	-1	-1
A98B	0	115	1	0	0	-1	-1
BE82	0	242	0	1	0	0	0
BE83	0	199	0	0	1	-1	-1
98E8	0	74	0	1	0	0	0
38A4	0	88	1	0	0	-1	-1
AB6F	0	182	1	0	0	-1	-1
0998	1	200	0	1	0	1	1
4E1C	0	29	0	1	0	2	0
97CB	0	225	1	0	0	-1	-1
BF81	0	223	1	0	0	-1	-1
444E	0	29	1	0	0	-1	-1
A691	0	229	0	1	0	2	0
D1FB	0	137	0	1	0	3	0
227C	0	103	1	0	0	-1	-1
B23B	0	66	1	0	0	-1	-1
BE0B	0	226	1	0	0	-1	-1
CD8E	1	143	1	0	0	-1	-1
A394	0	248	1	0	0	-1	-1
0049	0	151	1	0	0	-1	-1
9FA4	0	33	0	1	0	3	0
FFBB	1	105	1	0	0	-1	-1
F099	0	157	1	0	0	-1	-1
1289	0	237	0	1	0	4	0
0E29	0	107	1	0	0	-1	-1
7406	0	196	1	0	0	-1	-1
A419	0	235	0	1	0	4	0
1214	0	137	0	0	1	-1	-1
588E	0	98	1	0	0	-1	-1
952C	0	7	1	0	0	-1	-1
4394	0	234	1	0	0	-1	-1
9316	0	44	0	1	0	4	0
8EB4	0	139	1	0	0	-1	-1
1C63	0	47	1	0	0	-1	-1
8CB9	0	72	1	0	0	-1	-1
3F1E	0	140	1	0	0	-1	-1
623C	0	100	0	1	0	4	0
8A61	0	140	0	1	0	5	0
2222	1	137	1	0	0	-1	-1
3E3C	1	11	1	0	0	-1	-1
B198	0	17	1	0	0	-1	-1
97DA	0	103	1	0	0	-1	-1
9B9E	0	66	1	0	0	-1	-1
CD1F	0	41	1	0	0	-1	-1
6A06	0	79	1	0	0	-1	-1
6E9D	0	245	0	1	0	5	0
D3AD	0	12	1	0	0	-1	-1
968B	1	48	0	1	0	6	1
CF40	1	211	1	0	0	-1	-1
56C1	0	203	0	1	0	6	0
E8AF	0	183	1	0	0	-1	-1
93BC	1	185	1	0	0	-1	-1
F8EC	0	50	0	1	0	7	0
0BA2	0	149	1	0	0	-1	-1
E8C8	0	203	0	0	1	-1	-1
9241	1	154	1	0	0	-1	-1
7689	0	71	1	0	0	-1	-1
13FB	0	172	0	1	0	7	0
FDF4	0	222	0	1	0	8	0
20CA	0	77	0	1	0	8	0
0BAD	0	150	0	0	1	-1	-1
4851	0	137	1	0	0	-1	-1
AD40	0	181	0	1	0	9	0
49E1	1	142	1	0	0	-1	-1
1BB5	0	98	0	1	0	9	0
C4F8	1	13	0	1	0	10	1
F153	0	48	0	1	0	11	0
B407	0	70	1	0	0	-1	-1
92A0	0	197	1	0	0	-1	-1
91FA	0	129	1	0	0	-1	-1
690A	1	159	1	0	0	-1	-1
1AA0	0	239	0	1	0	11	0
4A37	0	230	1	0	0	-1	-1
8137	0	230	1	0	0	-1	-1
F1E5	0	41	0	0	1	-1	-1
8A28	0	190	1	0	0	-1	-1
293B	0	100	1	0	0	-1	-1
FEA7	0	65	0	1	0	11	0
787F	0	29	1	0	0	-1	-1
1F87	0	90	0	1	0	11	0
0B30	0	157	1	0	0	-1	-1
2CDF	0	217	1	0	0	-1	-1
21B5	0	3	0	1	0	12	0
5C47	0	119	1	0	0	-1	-1
323B	0	1	0	1	0	12	0
37A7	1	107	1	0	0	-1	-1
55DE	0	130	0	1	0	13	0
137A	0	251	1	0	0	-1	-1
9D94	1	83	0	1	0	14	1
B061	0	223	1	0	0	-1	-1
B024	0	239	0	0	1	-1	-1
7497	0	160	1	0	0	-1	-1
E079	0	99	1	0	0	-1	-1
636E	1	192	0	1	0	14	1
0DED	1	66	1	0	0	-1	-1
59FD	0	9	0	1	0	14	0
44E1	0	128	1	0	0	-1	-1
9DA5	1	159	0	0	1	-1	-1
B893	0	211	0	1	0	15	0
95F6	0	23	1	0	0	-1	-1
9536	0	141	0	0	1	-1	-1
E156	1	35	0	1	0	15	1
14F3	0	126	1	0	0	-1	-1
23A5	0	150	1	0	0	-1	-1
D32F	1	99	1	0	0	-1	-1
4224	1	72	1	0	0	-1	-1
DD91	1	246	1	0	0	-1	-1
FD3C	0	208	1	0	0	-1	-1
0D44	0	208	1	0	0	-1	-1
B355	1	116	0	1	0	15	1
4AD7	0	1	1	0	0	-1	-1
9F68	0	118	1	0	0	-1	-1
5B18	1	81	1	0	0	-1	-1
F03C	0	230	1	0	0	-1	-1
08DC	0	57	1	0	0	-1	-1
CDA9	0	220	1	0	0	-1	-1
E614	1	233	1	0	0	-1	-1
DAE2	0	116	0	1	0	15	0
D6BF	0	76	1	0	0	-1	-1
3E58	0	176	1	0	0	-1	-1
E642	0	124	0	0	1	-1	-1
5F8A	0	211	1	0	0	-1	-1
9A1F	0	197	1	0	0	-1	-1
1081	1	44	0	1	0	15	1
354B	0	146	1	0	0	-1	-1
CB91	0	242	0	1	0	15	0
1EC1	1	20	0	1	0	0	1
324E	0	14	1	0	0	-1	-1
7A71	0	25	0	1	0	1	0
00FC	0	23	1	0	0	-1	-1
3785	0	125	1	0	0	-1	-1
50A0	1	115	0	1	0	1	1
6B51	0	131	1	0	0	-1	-1
2425	0	61	0	1	0	2	0
8641	0	153	1	0	0	-1	-1
A84C	0	222	1	0	0	-1	-1
31B9	0	80	1	0	0	-1	-1
3B93	0	10	1	0	0	-1	-1
C9D3	1	222	1	0	0	-1	-1
826C	1	131	1	0	0	-1	-1
A287	0	29	1	0	0	-1	-1
9850	0	228	1	0	0	-1	-1
499E	1	192	1	0	0	-1	-1
8F48	0	185	1	0	0	-1	-1
1EF7	0	158	1	0	0	-1	-1
4055	0	238	1	0	0	-1	-1
1A03	0	158	1	0	0	-1	-1
23BC	0	39	1	0	0	-1	-1
4A22	0	137	1	0	0	-1	-1
44A0	0	136	1	0	0	-1	-1
02FD	0	73	0	1	0	2	0
52AD	1	235	1	0	0	-1	-1
6137	0	180	1	0	0	-1	-1
3055	1	46	0	1	0	3	1
F961	0	152	1	0	0	-1	-1
68B9	0	14	1	0	0	-1	-1
CE27	0	227	0	1	0	3	0
1B1B	0	104	1	0	0	-1	-1
2E18	0	30	0	1	0	4	0
F49C	1	212	0	1	0	4	1
60B4	0	77	0	1	0	5	0
9B3B	0	36	1	0	0	-1	-1
FC0F	0	16	1	0	0	-1	-1
0059	0	85	1	0	0	-1	-1
F0CC	0	236	1	0	0	-1	-1
A7C1	0	139	1	0	0	-1	-1
817B	0	30	1	0	0	-1	-1
6475	1	253	0	1	0	5	1
887D	1	215	0	1	0	6	1
29D3	0	119	1	0	0	-1	-1
0AA0	0	4	0	1	0	6	0
7DBC	0	112	0	1	0	7	0
6B93	1	166	1	0	0	-1	-1
AD33	0	130	1	0	0	-1	-1
6A3A	0	166	1	0	0	-1	-1
D600	0	2	1	0	0	-1	-1
86E7	0	244	1	0	0	-1	-1
840A	1	103	1	0	0	-1	-1
E1D7	0	230	1	0	0	-1	-1
E272	0	88	1	0	0	-1	-1
73FD	1	193	1	0	0	-1	-1
9011	0	191	1	0	0	-1	-1
6821	0	151	1	0	0	-1	-1
5D9A	0	153	1	0	0	-1	-1
FECD	1	24	1	0	0	-1	-1
E0F2	1	168	1	0	0	-1	-1
1A89	1	70	1	0	0	-1	-1
81BC	0	112	1	0	0	-1	-1
CC32	0	116	1	0	0	-1	-1
637C	1	225	1	0	0	-1	-1
256E	0	190	1	0	0	-1	-1
CF8D	1	100	1	0	0	-1	-1
F137	0	17	1	0	0	-1	-1
7B6D	0	58	1	0	0	-1	-1
1C30	1	253	1	0	0	-1	-1
EC63	0	233	1	0	0	-1	-1
4888	1	61	1	0	0	-1	-1
C7FD	0	19	0	1	0	7	0
E85F	0	77	1	0	0	-1	-1
9B9A	0	201	1	0	0	-1	-1
F48C	0	116	1	0	0	-1	-1
16CC	1	49	1	0	0	-1	-1
19A6	0	122	0	1	0	7	0
9DE4	1	177	1	0	0	-1	-1
9E45	0	16	1	0	0	-1	-1
48ED	0	123	1	0	0	-1	-1
1486	0	106	1	0	0	-1	-1
E94B	0	16	1	0	0	-1	-1
186A	0	11	1	0	0	-1	-1
4BF6	0	179	0	1	0	7	0
4C55	0	69	1	0	0	-1	-1
D593	0	58	1	0	0	-1	-1
725A	0	51	1	0	0	-1	-1
6D92	0	133	0	1	0	8	0
6101	0	64	1	0	0	-1	-1
07D6	0	61	0	1	0	8	0
50F1	1	113	1	0	0	-1	-1
6E09	0	169	1	0	0	-1	-1
FCB9	0	252	1	0	0	-1	-1
9FD0	1	173	1	0	0	-1	-1
0568	0	156	1	0	0	-1	-1
CD8C	0	188	1	0	0	-1	-1
01E1	0	164	1	0	0	-1	-1
F166	1	217	1	0	0	-1	-1
1B2B	0	209	1	0	0	-1	-1
CBDC	0	113	1	0	0	-1	-1
EEDC	0	135	0	1	0	8	0
45FC	0	13	1	0	0	-1	-1
8DC6	1	63	0	1	0	9	1
B6EC	0	221	0	1	0	9	0
17D9	0	39	1	0	0	-1	-1
A64C	0	168	1	0	0	-1	-1
1E1A	0	48	1	0	0	-1	-1
1FE9	0	200	1	0	0	-1	-1
70AC	0	224	1	0	0	-1	-1
237C	0	140	1	0	0	-1	-1
C168	0	45	1	0	0	-1	-1
B330	0	16	1	0	0	-1	-1
3E22	1	177	1	0	0	-1	-1
2FA4	0	146	0	1	0	9	0
BD8B	1	153	1	0	0	-1	-1
9071	0	73	1	0	0	-1	-1
29C3	0	5	1	0	0	-1	-1
7165	0	182	1	0	0	-1	-1
D659	0	173	1	0	0	-1	-1
2D02	0	62	1	0	0	-1	-1
9AA1	1	10	1	0	0	-1	-1
64B1	0	72	1	0	0	-1	-1
79AC	0	67	1	0	0	-1	-1
1805	0	25	1	0	0	-1	-1
353F	0	71	1	0	0	-1	-1
BA54	0	194	1	0	0	-1	-1
EB9D	0	91	0	1	0	9	0
6127	0	230	1	0	0	-1	-1
CEC9	0	48	1	0	0	-1	-1
69DE	1	106	1	0	0	-1	-1
45A4	0	22	1	0	0	-1	-1
8D10	0	157	1	0	0	-1	-1
17CA	0	124	1	0	0	-1	-1
3BC3	1	220	1	0	0	-1	-1
012B	0	18	1	0	0	-1	-1
7464	1	236	1	0	0	-1	-1
5871	0	85	1	0	0	-1	-1
A765	0	138	1	0	0	-1	-1
17CF	0	32	0	0	1	-1	-1
D562	1	51	1	0	0	-1	-1
C865	0	138	1	0	0	-1	-1
5022	0	215	1	0	0	-1	-1
1B23	0	232	1	0	0	-1	-1
C10E	1	207	1	0	0	-1	-1
298A	0	211	1	0	0	-1	-1
174F	0	212	1	0	0	-1	-1
A704	0	54	0	0	1	-1	-1
CDFC	0	49	1	0	0	-1	-1
02F6	0	67	1	0	0	-1	-1
1EC9	0	48	1	0	0	-1	-1
DF55	0	146	1	0	0	-1	-1
1AFA	0	150	1	0	0	-1	-1
F2AD	0	175	0	1	0	9	0
F258	0	240	0	0	1	-1	-1
D0ED	0	41	1	0	0	-1	-1
1717	1	126	0	0	1	-1	-1
039E	0	16	1	0	0	-1	-1
8661	1	256	1	0	0	-1	-1
F967	0	240	1	0	0	-1	-1
1E62	1	159	0	0	1	-1	-1
F3E5	0	226	0	1	0	9	0
2BFE	1	109	0	1	0	10	1
0597	0	80	1	0	0	-1	-1
7BDA	0	16	1	0	0	-1	-1
0D70	0	135	1	0	0	-1	-1
99CC	0	50	1	0	0	-1	-1
E628	0	173	1	0	0	-1	-1
4F8E	0	66	0	1	0	10	0
2130	0	173	1	0	0	-1	-1
C719	0	177	1	0	0	-1	-1
6496	0	1	1	0	0	-1	-1
700B	0	149	1	0	0	-1	-1
F7EA	1	45	1	0	0	-1	-1
B6F0	0	215	1	0	0	-1	-1
1B84	0	121	1	0	0	-1	-1
5309	0	76	0	1	0	10	0
D058	0	48	1	0	0	-1	-1
2BE1	0	109	1	0	0	-1	-1
0C12	0	199	1	0	0	-1	-1
E557	0	26	1	0	0	-1	-1
D960	0	193	0	1	0	10	0
6321	0	17	1	0	0	-1	-1
2430	0	216	1	0	0	-1	-1
4A7B	0	11	1	0	0	-1	-1
DD58	0	140	1	0	0	-1	-1
E392	0	58	1	0	0	-1	-1
3E35	0	31	1	0	0	-1	-1
77B4	0	189	0	1	0	10	0
96E3	1	91	1	0	0	-1	-1
EACD	0	82	1	0	0	-1	-1
0515	0	28	1	0	0	-1	-1
EB7D	1	64	1	0	0	-1	-1
D030	0	230	1	0	0	-1	-1
05FF	0	68	0	0	1	-1	-1
E40B	0	247	1	0	0	-1	-1
C884	0	39	1	0	0	-1	-1
30CC	0	146	1	0	0	-1	-1
A123	1	241	1	0	0	-1	-1
9AE7	0	103	1	0	0	-1	-1
B6D9	0	136	1	0	0	-1	-1
5C73	0	244	1	0	0	-1	-1
CAB7	0	198	1	0	0	-1	-1
DC9D	0	85	1	0	0	-1	-1
AF88	0	111	1	0	0	-1	-1
9F9C	0	65	1	0	0	-1	-1
3CB3	0	136	1	0	0	-1	-1
F3F5	0	116	1	0	0	-1	-1
02E4	0	180	1	0	0	-1	-1
1159	0	214	1	0	0	-1	-1
43CD	0	82	1	0	0	-1	-1
3E58	0	229	1	0	0	-1	-1
9527	0	154	1	0	0	-1	-1
C10C	1	162	1	0	0	-1	-1
0999	0	144	1	0	0	-1	-1
A9D0	0	4	1	0	0	-1	-1
C4B1	0	105	1	0	0	-1	-1
F842	0	80	1	0	0	-1	-1
9273	0	244	1	0	0	-1	-1
88E4	1	180	1	0	0	-1	-1
98E9	0	125	1	0	0	-1	-1
879E	0	202	0	1	0	10	0
4799	0	180	0	1	0	11	0
384C	1	201	1	0	0	-1	-1
19AA	0	102	1	0	0	-1	-1
6ECD	0	34	1	0	0	-1	-1
8442	0	256	1	0	0	-1	-1
E82F	1	251	1	0	0	-1	-1
EB48	0	109	1	0	0	-1	-1
B2A3	0	172	1	0	0	-1	-1
74AE	0	192	1	0	0	-1	-1
A0D6	0	155	0	1	0	11	0
03B9	0	160	1	0	0	-1	-1
739F	0	44	1	0	0	-1	-1
411D	0	174	1	0	0	-1	-1
752E	0	76	1	0	0	-1	-1
BD73	0	172	1	0	0	-1	-1
ABC7	0	1	1	0	0	-1	-1
0CA3	0	58	1	0	0	-1	-1
2F27	1	38	1	0	0	-1	-1
218B	0	204	1	0	0	-1	-1
E9A2	0	113	1	0	0	-1	-1
2D09	0	60	1	0	0	-1	-1
5999	1	105	1	0	0	-1	-1
C5DF	0	88	1	0	0	-1	-1
E3AD	0	39	1	0	0	-1	-1
9D38	0	80	1	0	0	-1	-1
D338	0	80	1	0	0	-1	-1
6FE3	0	5	1	0	0	-1	-1
29C9	0	126	1	0	0	-1	-1
433F	0	163	1	0	0	-1	-1
1174	0	178	1	0	0	-1	-1
A8C7	1	1	1	0	0	-1	-1
B796	0	225	1	0	0	-1	-1
39C1	0	98	1	0	0	-1	-1
D69D	0	45	1	0	0	-1	-1
548B	0	37	0	1	0	11	0
9663	0	238	1	0	0	-1	-1
8F76	0	120	1	0	0	-1	-1
7BA7	0	179	1	0	0	-1	-1
60C7	1	166	1	0	0	-1	-1
7E70	0	20	1	0	0	-1	-1
52A4	0	150	1	0	0	-1	-1
1657	1	149	1	0	0	-1	-1
4125	0	113	1	0	0	-1	-1
F37F	0	47	1	0	0	-1	-1
1FAD	0	3	1	0	0	-1	-1
C735	0	103	1	0	0	-1	-1
D8B0	0	24	0	1	0	11	0
DC9B	0	83	1	0	0	-1	-1
1D46	0	193	1	0	0	-1	-1
2AAD	0	18	1	0	0	-1	-1
AC7B	1	73	0	1	0	11	1
E068	0	38	1	0	0	-1	-1
683E	0	32	1	0	0	-1	-1
6B0E	0	197	1	0	0	-1	-1
234C	0	143	1	0	0	-1	-1
CC5F	0	64	1	0	0	-1	-1
4154	0	41	1	0	0	-1	-1
6D3A	0	83	1	0	0	-1	-1
FD0E	0	197	1	0	0	-1	-1
4C46	0	47	1	0	0	-1	-1
09B6	0	93	1	0	0	-1	-1
8C6B	0	172	1	0	0	-1	-1
D337	0	105	1	0	0	-1	-1
67C5	0	21	0	1	0	11	0
3B5B	0	161	1	0	0	-1	-1
2FA5	0	217	1	0	0	-1	-1
3490	0	36	0	1	0	12	0
8047	0	256	0	1	0	12	0
128E	0	252	1	0	0	-1	-1
EB32	0	48	1	0	0	-1	-1
B414	1	130	1	0	0	-1	-1
4903	1	218	1	0	0	-1	-1
14CC	0	77	1	0	0	-1	-1
4B44	0	41	1	0	0	-1	-1
909F	0	72	1	0	0	-1	-1
C978	0	208	1	0	0	-1	-1
0659	0	38	1	0	0	-1	-1
639D	0	242	1	0	0	-1	-1
D249	0	200	1	0	0	-1	-1
AD74	0	224	1	0	0	-1	-1
93B3	0	117	1	0	0	-1	-1
0C5C	0	46	1	0	0	-1	-1
A12F	0	196	1	0	0	-1	-1
AD02	0	182	0	0	1	-1	-1
B2B2	0	128	1	0	0	-1	-1
3FB7	1	222	1	0	0	-1	-1
72C9	0	92	1	0	0	-1	-1
1C8D	1	111	1	0	0	-1	-1
CF51	0	124	1	0	0	-1	-1
3831	0	196	1	0	0	-1	-1
364E	0	75	1	0	0	-1	-1
EDAA	1	134	1	0	0	-1	-1
71E9	0	99	1	0	0	-1	-1
7E66	0	164	1	0	0	-1	-1
C8F9	0	136	1	0	0	-1	-1
E783	0	216	0	1	0	12	0
E8D3	0	213	1	0	0	-1	-1
6CE7	0	146	0	1	0	12	0
AB26	0	70	1	0	0	-1	-1
573E	0	35	1	0	0	-1	-1
7D4E	0	114	1	0	0	-1	-1
7054	0	163	1	0	0	-1	-1
8937	0	180	1	0	0	-1	-1
C54A	0	194	1	0	0	-1	-1
31EE	1	191	1	0	0	-1	-1
4E8B	0	68	1	0	0	-1	-1
